"","borough","year","leader","clerk","control","seats.labour","seats.other","seats.tory","seats.libdem","plabour","clabour"
"546","Greenwich",2014,"Denise Hyland","Mary Ney","Labour",43,0,8,0,0.843137254901961,1
"547","Greenwich",2015,"Denise Hyland","John Comber","Labour",43,0,8,0,0.843137254901961,1
"548","Greenwich",2016,"Denise Hyland","John Comber","Labour",42,0,9,0,0.823529411764706,1
"549","Greenwich",2017,"Denise Hyland","Debbie Warren","Labour",42,0,9,0,0.823529411764706,1
"550","Greenwich",2018,"Danny Thorpe","Debbie Warren","Labour",42,0,9,0,0.823529411764706,1
"551","Hackney",1964,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"552","Hackney",1965,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"553","Hackney",1966,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"554","Hackney",1967,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"555","Hackney",1968,"C H Hegerty","LG Huddy","Conservative",27,0,31,2,0.45,0
"556","Hackney",1969,"C H Hegerty","LG Huddy","Conservative",27,0,31,2,0.45,0
"557","Hackney",1970,"D H P Bridgehouse","LG Huddy","Conservative",27,0,31,2,0.45,0
"558","Hackney",1971,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"559","Hackney",1972,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"560","Hackney",1973,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"561","Hackney",1974,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"562","Hackney",1975,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"563","Hackney",1976,"Martin Ottolangui","LG Huddy","Labour",60,0,0,0,1,1
"564","Hackney",1977,"Martin Ottolangui","Dennis Wood","Labour",60,0,0,0,1,1
"565","Hackney",1978,"Martin Ottolangui","Dennis Wood","Labour",59,0,1,0,0.983333333333333,1
"566","Hackney",1979,"Martin Ottolangui","Dennis Wood","Labour",59,0,1,0,0.983333333333333,1
"567","Hackney",1980,"Martin Ottolangui","Dennis Wood","Labour",59,0,1,0,0.983333333333333,1
"568","Hackney",1981,"John Kotz","Brian Blackler","Labour",59,0,1,0,0.983333333333333,1
"569","Hackney",1982,"Anthony Kendall","Brian Blackler","Labour",50,0,3,7,0.833333333333333,1
"570","Hackney",1983,"Anthony Kendall","Brian Blackler","Labour",50,0,3,7,0.833333333333333,1
"571","Hackney",1984,"Anthony Kendall","Brian Blackler","Labour",50,0,3,7,0.833333333333333,1
"572","Hackney",1985,"Tony Milwood","Pamela Gordon","Labour",50,0,3,7,0.833333333333333,1
"573","Hackney",1986,"Andrew Puddephat","Pamela Gordon","Labour",53,0,2,5,0.883333333333333,1
"574","Hackney",1987,"Andrew Puddephat","Pamela Gordon","Labour",53,0,2,5,0.883333333333333,1
"575","Hackney",1988,"Andrew Puddephat","Pamela Gordon","Labour",53,0,2,5,0.883333333333333,1
"576","Hackney",1989,"Andrew Puddephat","Jerry White","Labour",53,0,2,5,0.883333333333333,1
"577","Hackney",1990,"John McCafferty","Jerry White","Labour",48,0,4,8,0.8,1
"578","Hackney",1991,"John McCafferty","Jerry White","Labour",48,0,4,8,0.8,1
"579","Hackney",1992,"John McCafferty","Jerry White","Labour",48,0,4,8,0.8,1
"580","Hackney",1993,"John McCafferty","Jerry White","Labour",43,2,8,7,0.716666666666667,1
"581","Hackney",1994,"John McCafferty","Jerry White","Labour",44,0,6,10,0.733333333333333,1
"582","Hackney",1995,"Nick Tallentire","Tony Elliston","Labour",43,1,7,9,0.716666666666667,1
"583","Hackney",1996,"No LeaderCommittees chaired by rotation.
Group leaders:
John McCafferty (Lab)
Gerry Ross (Hackney New Lab)
Kevin Daws (Lib Dem)
Eric Ollerenshaw (Con)","Tony Elliston","Labour",40,2,8,10,0.666666666666667,1
"584","Hackney",1997,"No LeaderCommittees chaired by rotation.
Group leaders:
John McCafferty (Lab)
Gerry Ross (Hackney New Lab)
Kevin Daws (Lib Dem)
Eric Ollerenshaw (Con)","Tony Elliston","Labour",24,18,9,9,0.4,1
"585","Hackney",1998,"No LeaderGroup Leaders: 
David Manion (LAB) 
Kevin Daws (LIBDEM)
Eric Ollerenshaw (CON)
Yen Chit Chong (GREEN)","Tony Elliston","No Overall Control",28,3,12,17,0.466666666666667,0
"586","Hackney",1999,"No LeaderGroup Leaders: 
David Manion (LAB)
Kevin Daws (LIBDEM)
Eric Ollerenshaw (CON)","Sarah Ebanja","No Overall Control",29,2,13,16,0.483333333333333,0
"587","Hackney",2000,"No LeaderJoint Chairs of Policy and Finance Committee: 
Jules Pipe (LAB)
Eric Ollerenshaw (CON)","Max Caller","No Overall ControlJointly led by Labour and Conservatives",29,3,11,17,0.483333333333333,0
"588","Hackney",2001,"Jules Pipe","Max Caller","Labour",32,2,11,15,0.533333333333333,1
"589","Hackney",2002,"Jules Pipe","Max Caller","Labour",45,0,9,3,0.789473684210526,1
"590","Hackney",2003,"Jules Pipe","Max Caller","Labour",45,0,9,3,0.789473684210526,1
"591","Hackney",2004,"Jules Pipe","Max Caller","Labour",45,0,9,3,0.789473684210526,1
"592","Hackney",2005,"Jules Pipe","Penny Thompson","Labour",44,0,10,3,0.771929824561403,1
"593","Hackney",2006,"Jules Pipe","Penny Thompson","Labour",44,1,9,3,0.771929824561403,1
"594","Hackney",2007,"Jules Pipe","Tim Shields","Labour",44,1,9,3,0.771929824561403,1
"595","Hackney",2008,"Jules Pipe","Tim Shields","Labour",45,1,9,2,0.789473684210526,1
"596","Hackney",2009,"Jules Pipe","Tim Shields","Labour",45,1,9,2,0.789473684210526,1
"597","Hackney",2010,"Jules Pipe","Tim Shields","Labour",50,1,3,3,0.87719298245614,1
"598","Hackney",2011,"Jules Pipe","Tim Shields","Labour",49,0,5,3,0.859649122807018,1
"599","Hackney",2012,"Jules Pipe","Tim Shields","Labour",49,0,5,3,0.859649122807018,1
"600","Hackney",2013,"Jules Pipe","Tim Shields","Labour",49,0,5,0,0.907407407407407,1
"601","Hackney",2014,"Jules Pipe","Tim Shields","Labour",50,0,4,3,0.87719298245614,1
"602","Hackney",2015,"Jules Pipe","Tim Shields","Labour",50,0,4,3,0.87719298245614,1
"603","Hackney",2016,"Philip Glanville","Tim Shields","Labour",50,0,4,3,0.87719298245614,1
"604","Hackney",2017,"Philip Glanville","Tim Shields","Labour",50,0,4,3,0.87719298245614,1
"605","Hackney",2018,"Philip Glanville","Tim Shields","Labour",55,0,2,0,0.964912280701754,1
"606","Hammersmith and Fulham",1964,"Unknown","Carey Randall","Labour",53,0,7,0,0.883333333333333,1
"607","Hammersmith and Fulham",1965,"John F Heaks","Carey Randall","Labour",53,0,7,0,0.883333333333333,1
"608","Hammersmith and Fulham",1966,"Anthony Chapman","Carey Randall","Labour",53,0,7,0,0.883333333333333,1
"609","Hammersmith and Fulham",1967,"Anthony Chapman","Carey Randall","Labour",53,0,7,0,0.883333333333333,1
"610","Hammersmith and Fulham",1968,"William Smith","Carey Randall","Conservative",6,0,54,0,0.1,0
"611","Hammersmith and Fulham",1969,"William Smith","Carey Randall","Conservative",6,0,54,0,0.1,0
"612","Hammersmith and Fulham",1970,"William Smith","Carey Randall","Conservative",6,0,54,0,0.1,0
"613","Hammersmith and Fulham",1971,"Alfred Little","Carey Randall","Labour",58,0,2,0,0.966666666666667,1
"614","Hammersmith and Fulham",1972,"Alfred Little","Carey Randall","Labour",58,0,2,0,0.966666666666667,1
"615","Hammersmith and Fulham",1973,"Barry Stead","Carey Randall","Labour",58,0,2,0,0.966666666666667,1
"616","Hammersmith and Fulham",1974,"Barry Stead","Reginald Ward","Labour",48,0,10,2,0.8,1
"617","Hammersmith and Fulham",1975,"Barry Stead","Reginald Ward","Labour",48,0,10,2,0.8,1
"618","Hammersmith and Fulham",1976,"Barry Stead","Anthony Allen","Labour",48,0,10,2,0.8,1
"619","Hammersmith and Fulham",1977,"Barry Stead","Anthony Allen","Labour",48,0,10,2,0.8,1
"620","Hammersmith and Fulham",1978,"Stuart Leishman","Anthony Allen","No Overall Control",24,0,24,2,0.48,0
"621","Hammersmith and Fulham",1979,"Kim Howe","Anthony Allen","No Overall Control",24,0,24,2,0.48,0
"622","Hammersmith and Fulham",1980,"Kim Howe","Anthony Allen","No Overall Control",24,0,24,2,0.48,0
"623","Hammersmith and Fulham",1981,"Kim Howe","Anthony Allen","No Overall Control",24,0,24,2,0.48,0
"624","Hammersmith and Fulham",1982,"Kim Howe","Anthony Allen","No Overall Control",25,0,23,2,0.5,0
"625","Hammersmith and Fulham",1983,"Kim Howe","Anthony Allen","No Overall Control",25,0,23,2,0.5,0
"626","Hammersmith and Fulham",1984,"Kim Howe","Anthony Allen","No Overall Control",25,0,23,2,0.5,0
"627","Hammersmith and Fulham",1985,"John Putnam","Anthony Allen","No Overall Control",25,0,23,2,0.5,0
"628","Hammersmith and Fulham",1986,"Gordon Prentice","Anthony Allen","Labour",40,0,9,1,0.8,1
"629","Hammersmith and Fulham",1987,"Gordon Prentice","Tony Eddison","Labour",40,0,9,1,0.8,1
"630","Hammersmith and Fulham",1988,"Mike Goodman","Tony Eddison","Labour",40,0,9,1,0.8,1
"631","Hammersmith and Fulham",1989,"Mike Goodman","Tony Eddison","Labour",40,0,9,1,0.8,1
"632","Hammersmith and Fulham",1990,"Mike Goodman","Tony Eddison","Labour",28,0,22,0,0.56,1
"633","Hammersmith and Fulham",1991,"Iain Coleman","Drew Stevenson & Heather Rabbatts","Labour",28,0,22,0,0.56,1
"634","Hammersmith and Fulham",1992,"Iain Coleman","Peter Derrick","Labour",28,0,22,0,0.56,1
"635","Hammersmith and Fulham",1993,"Iain Coleman","Neil Newton","Labour",27,1,22,0,0.54,1
"636","Hammersmith and Fulham",1994,"Iain Coleman","Neil Newton","Labour",34,0,15,1,0.68,1
"637","Hammersmith and Fulham",1995,"Iain Coleman","Neil Newton","Labour",33,0,15,2,0.66,1
"638","Hammersmith and Fulham",1996,"Andrew Slaughter","Neil Newton","Labour",33,1,14,2,0.66,1
"639","Hammersmith and Fulham",1997,"Andrew Slaughter","Neil Newton","Labour",34,0,14,2,0.68,1
"640","Hammersmith and Fulham",1998,"Andrew Slaughter","Richard Harbord","Labour",36,0,14,0,0.72,1
"641","Hammersmith and Fulham",1999,"Andrew Slaughter","Richard Harbord","Labour",35,0,14,0,0.714285714285714,1
"642","Hammersmith and Fulham",2000,"Andrew Slaughter","Richard Harbord","Labour",35,1,14,0,0.7,1
"643","Hammersmith and Fulham",2001,"Andrew Slaughter","Richard Harbord","Labour",35,1,14,0,0.7,1
"644","Hammersmith and Fulham",2002,"Andrew Slaughter","Geoff Alltimes","Labour",28,0,18,0,0.608695652173913,1
"645","Hammersmith and Fulham",2003,"Andrew Slaughter","Geoff Alltimes","Labour",29,0,17,0,0.630434782608696,1
"646","Hammersmith and Fulham",2004,"Andrew Slaughter","Geoff Alltimes","Labour",29,0,17,0,0.630434782608696,1
"647","Hammersmith and Fulham",2005,"Stephen Burke","Geoff Alltimes","Labour",29,0,17,0,0.630434782608696,1
"648","Hammersmith and Fulham",2006,"Stephen Greenhalgh","Geoff Alltimes","Conservative",13,0,33,0,0.282608695652174,0
"649","Hammersmith and Fulham",2007,"Stephen Greenhalgh","Geoff Alltimes","Conservative",13,0,33,0,0.282608695652174,0
"650","Hammersmith and Fulham",2008,"Stephen Greenhalgh","Geoff Alltimes","Conservative",13,0,33,0,0.282608695652174,0
"651","Hammersmith and Fulham",2009,"Stephen Greenhalgh","Geoff Alltimes","Conservative",13,1,32,0,0.282608695652174,0
"652","Hammersmith and Fulham",2010,"Stephen Greenhalgh","Geoff Alltimes","Conservative",15,0,31,0,0.326086956521739,0
"653","Hammersmith and Fulham",2011,"Stephen Greenhalgh","Geoff Alltimes","Conservative",15,0,31,0,0.326086956521739,0
"654","Hammersmith and Fulham",2012,"Nicholas Botterill","Derek Myers","Conservative",15,0,31,0,0.326086956521739,0
"655","Hammersmith and Fulham",2013,"Nicholas Botterill","Derek Myers","Conservative",15,0,31,0,0.326086956521739,0
"656","Hammersmith and Fulham",2014,"Stephen Cowan","Nicholas Holgate","Labour",26,0,20,0,0.565217391304348,1
"657","Hammersmith and Fulham",2015,"Stephen Cowan","Nigel Pallace","Labour",26,0,20,0,0.565217391304348,1
"658","Hammersmith and Fulham",2016,"Stephen Cowan","Nigel Pallace","Labour",26,0,20,0,0.565217391304348,1
"659","Hammersmith and Fulham",2017,"Stephen Cowan","Kim Dero","Labour",26,0,20,0,0.565217391304348,1
"660","Hammersmith and Fulham",2018,"Stephen Cowan","Kim Smith","Labour",35,0,11,0,0.760869565217391,1
"661","Haringey",1964,"John McIIwain","KW Robbins","Labour",41,0,19,0,0.683333333333333,1
"662","Haringey",1965,"John McIIwain","KW Robbins","Labour",41,0,19,0,0.683333333333333,1
"663","Haringey",1966,"John McIIwain","KW Robbins","Labour",41,0,19,0,0.683333333333333,1
"664","Haringey",1967,"Sheila Berkery-Smith","Brian Cooper","Labour",41,0,19,0,0.683333333333333,1
"665","Haringey",1968,"Peter Rigby","Brian Cooper","Conservative",7,0,53,0,0.116666666666667,0
"666","Haringey",1969,"Peter Rigby","Brian Cooper","Conservative",7,0,53,0,0.116666666666667,0
"667","Haringey",1970,"Peter Rigby","Brian Cooper","Conservative",7,0,53,0,0.116666666666667,0
"668","Haringey",1971,"Sheila Berkery-Smith","Brian Cooper","Labour",41,0,19,0,0.683333333333333,1
"669","Haringey",1972,"Sheila Berkery-Smith","Brian Cooper","Labour",41,0,19,0,0.683333333333333,1
"670","Haringey",1973,"Colin Ware","Brian Cooper","Labour",41,0,19,0,0.683333333333333,1
"671","Haringey",1974,"Colin Ware","Brian Cooper","Labour",40,1,19,0,0.666666666666667,1
"672","Haringey",1975,"Colin Ware","Roy Limb","Labour",40,1,19,0,0.666666666666667,1
"673","Haringey",1976,"Colin Ware","Roy Limb","Labour",40,1,19,0,0.666666666666667,1
"674","Haringey",1977,"Colin Ware","Roy Limb","Labour",40,1,19,0,0.666666666666667,1
"675","Haringey",1978,"Colin Ware","Roy Limb","Labour",42,0,17,0,0.711864406779661,1
"676","Haringey",1979,"Colin Ware","Roy Limb","Labour",42,0,17,0,0.711864406779661,1
"677","Haringey",1980,"Robin Young","Roy Limb","Labour",42,0,17,0,0.711864406779661,1
"678","Haringey",1981,"Robin Young","Roy Limb","Labour",42,0,17,0,0.711864406779661,1
"679","Haringey",1982,"Angela Greatley","Roy Limb","Labour",33,0,26,0,0.559322033898305,1
"680","Haringey",1983,"George Meehan","Roy Limb","Labour",33,0,26,0,0.559322033898305,1
"681","Haringey",1984,"Bernie Grant","Roy Limb","Labour",33,0,26,0,0.559322033898305,1
"682","Haringey",1985,"Bernie Grant","Roy Limb","Labour",33,0,26,0,0.559322033898305,1
"683","Haringey",1986,"Bernie Grant","Roy Limb","Labour",42,0,16,1,0.711864406779661,1
"684","Haringey",1987,"Toby Harris","Roy Limb","Labour",42,0,16,1,0.711864406779661,1
"685","Haringey",1988,"Toby Harris","Roy Limb","Labour",42,0,16,1,0.711864406779661,1
"686","Haringey",1989,"Toby Harris","Gurbux Singh","Labour",42,0,16,1,0.711864406779661,1
"687","Haringey",1990,"Toby Harris","Gurbux Singh","Labour",42,0,17,0,0.711864406779661,1
"688","Haringey",1991,"Toby Harris","Gurbux Singh","Labour",43,0,16,0,0.728813559322034,1
"689","Haringey",1992,"Toby Harris","Gurbux Singh","Labour",43,0,16,0,0.728813559322034,1
"690","Haringey",1993,"Toby Harris","Gurbux Singh","Labour",43,0,16,0,0.728813559322034,1
"691","Haringey",1994,"Toby Harris","Gurbux Singh","Labour",57,0,2,0,0.966101694915254,1
"692","Haringey",1995,"Toby Harris","Gurbux Singh","Labour",57,0,2,0,0.966101694915254,1
"693","Haringey",1996,"Toby Harris","Gurbux Singh","Labour",57,0,2,0,0.966101694915254,1
"694","Haringey",1997,"Toby Harris","Gurbux Singh","Labour",57,0,2,0,0.966101694915254,1
"695","Haringey",1998,"Toby Harris","Gurbux Singh","Labour",54,0,2,3,0.915254237288136,1
"696","Haringey",1999,"George Meehan","Gurbux Singh","Labour",54,0,2,3,0.915254237288136,1
"697","Haringey",2000,"George Meehan","David Warwick","Labour",54,0,2,3,0.915254237288136,1
"698","Haringey",2001,"George Meehan","David Warwick","Labour",54,0,2,3,0.915254237288136,1
"699","Haringey",2002,"George Meehan","David Warwick","Labour",42,0,0,15,0.736842105263158,1
"700","Haringey",2003,"George Meehan","David Warwick","Labour",42,0,0,15,0.736842105263158,1
"701","Haringey",2004,"Charles Adje","David Warwick","Labour",41,0,0,16,0.719298245614035,1
"702","Haringey",2005,"Charles Adje","Max Caller","Labour",41,0,0,16,0.719298245614035,1
"703","Haringey",2006,"George Meehan","Ita O'Donovan","Labour",30,0,0,27,0.526315789473684,1
"704","Haringey",2007,"George Meehan","Ita O'Donovan","Labour",30,0,0,27,0.526315789473684,1
"705","Haringey",2008,"George Meehan","Ita O'Donovan","Labour",32,1,0,24,0.56140350877193,1
"706","Haringey",2009,"Claire Kober","Ita O'Donovan","Labour",31,0,1,25,0.543859649122807,1
"707","Haringey",2010,"Claire Kober","Kevin Crompton","Labour",34,0,0,23,0.596491228070175,1
"708","Haringey",2011,"Claire Kober","Kevin Crompton","Labour",34,2,0,21,0.596491228070175,1
"709","Haringey",2012,"Claire Kober","Nick Walkley","Labour",34,2,0,21,0.596491228070175,1
"710","Haringey",2013,"Claire Kober","Nick Walkley","Labour",34,2,0,21,0.596491228070175,1
"711","Haringey",2014,"Claire Kober","Nick Walkley","Labour",48,0,0,9,0.842105263157895,1
"712","Haringey",2015,"Claire Kober","Nick Walkley","Labour",46,0,0,9,0.836363636363636,1
"713","Haringey",2016,"Claire Kober","Nick Walkley","Labour",46,0,0,9,0.836363636363636,1
"714","Haringey",2017,"Claire Kober","Zina Etheridge","Labour",49,0,0,8,0.859649122807018,1
"715","Haringey",2018,"Joseph Ejiofor","Zina Etheridge","Labour",42,0,0,15,0.736842105263158,1
"716","Harrow",1964,"Charles Jordan","DH Pritchard","Conservative",20,0,36,0,0.357142857142857,0
"717","Harrow",1965,"Charles Jordan","DH Pritchard","Conservative",20,0,36,0,0.357142857142857,0
"718","Harrow",1966,"Charles Jordan","Stanley Lancaster","Conservative",20,0,36,0,0.357142857142857,0
"719","Harrow",1967,"Charles Jordan","Stanley Lancaster","Conservative",20,0,36,0,0.357142857142857,0
"720","Harrow",1968,"Edward Buckle","Stanley Lancaster","Conservative",0,0,56,0,0,0
"721","Harrow",1969,"Edward Buckle","Stanley Lancaster","Conservative",0,0,56,0,0,0
"722","Harrow",1970,"Edward Buckle","Stanley Lancaster","Conservative",0,0,56,0,0,0
"723","Harrow",1971,"Cyril Harrison","Stanley Lancaster","No Overall ControlLabour minority",27,1,26,2,0.482142857142857,0
"724","Harrow",1972,"Cyril Harrison","Stanley Lancaster","No Overall ControlLabour minority",27,1,26,2,0.482142857142857,0
"725","Harrow",1973,"Cyril Harrison","Stanley Lancaster","No Overall ControlLabour minority",27,1,26,2,0.482142857142857,0
"726","Harrow",1974,"Harold Mote","Raymond Hill","Conservative",14,3,39,0,0.25,0
"727","Harrow",1975,"Harold Mote","Raymond Hill","Conservative",14,3,39,0,0.25,0
"728","Harrow",1976,"Harold Mote","Raymond Hill","Conservative",14,3,39,0,0.25,0
"729","Harrow",1977,"Edward Buckle","Raymond Hill","Conservative",14,3,39,0,0.25,0
"730","Harrow",1978,"Edward Buckle","Raymond Hill","Conservative",12,4,46,1,0.19047619047619,0
"731","Harrow",1979,"Brian Clark","D Adams","Conservative",12,4,46,1,0.19047619047619,0
"732","Harrow",1980,"Brian Clark","D Adams","Conservative",12,4,46,1,0.19047619047619,0
"733","Harrow",1981,"Brian Clark","D Adams","Conservative",12,4,46,1,0.19047619047619,0
"734","Harrow",1982,"Brian Clark","D Adams","Conservative",6,3,41,13,0.0952380952380952,0
"735","Harrow",1983,"Brian Clark","D Adams","Conservative",6,3,41,13,0.0952380952380952,0
"736","Harrow",1984,"Donald Abbott","D Adams","Conservative",6,3,41,13,0.0952380952380952,0
"737","Harrow",1985,"Donald Abbott","D Adams","Conservative",6,3,41,13,0.0952380952380952,0
"738","Harrow",1986,"Donald Abbott","D Adams","Conservative",9,4,32,18,0.142857142857143,0
"739","Harrow",1987,"Ron Grant","Tony Redmond","Conservative",9,4,32,18,0.142857142857143,0
"740","Harrow",1988,"Ron Grant","Tony Redmond","Conservative",9,4,32,18,0.142857142857143,0
"741","Harrow",1989,"Ron Grant","Tony Redmond","Conservative",9,4,32,18,0.142857142857143,0
"742","Harrow",1990,"Ron Grant","Tony Redmond","Conservative",13,3,36,11,0.206349206349206,0
"743","Harrow",1991,"Donald Abbott","Tony Redmond","Conservative",13,7,32,11,0.206349206349206,0
"744","Harrow",1992,"Donald Abbott","Tony Redmond","Conservative",13,7,32,11,0.206349206349206,0
"745","Harrow",1993,"Donald Abbott","Tony Redmond","Conservative",13,3,35,12,0.206349206349206,0
"746","Harrow",1994,"Chris NoyceChair, policy and resources committee
Group leaders:
Chris Noyce (Lib Dem)
Donald Abbott (Con)
Keith Toms (Lab)
John Cripps (Ind)","Tony Redmond","No Overall ControlLib Dem minority",14,3,17,29,0.222222222222222,0
"747","Harrow",1995,"Chris NoyceChris Noyce chair of resources committee but Andrew Wiseman chair of policy and strategy committee
Group leaders:
Chris Noyce (Lib Dem)
Richard Romain (Con)
Keith Toms (Lab)
John Cripps (Ind)","Tony Redmond","No Overall ControlLib Dem minority",14,3,16,30,0.222222222222222,0
"748","Harrow",1996,"Andrew WisemanChris Noyce chair of policy and strategy committee
Group leaders:
Andrew Wiseman (Lib Dem)
Christine Blednell (Con)
Tony McNulty (Lab)","Tony Redmond","No Overall ControlLib Dem minority",14,4,16,29,0.222222222222222,0
"749","Harrow",1997,"Chris NoyceChris Noyce chair of policy and strategy committee
Group leaders:
Andrew Wiseman (Lib Dem)
Christine Blednell (Con)
Bob Shannon (Lab)","Tony Redmond","No Overall ControlLib Dem minority",14,3,17,27,0.229508196721311,0
"750","Harrow",1998,"Bob Shannon","Tony Redmond","Labour",32,2,20,9,0.507936507936508,1
"751","Harrow",1999,"Bob Shannon","Tony Redmond","Labour",32,2,20,9,0.507936507936508,1
"752","Harrow",2000,"Bob Shannon","Tony Redmond","Labour",32,2,20,9,0.507936507936508,1
"753","Harrow",2001,"Bob Shannon","Tony Redmond","Labour",32,2,20,9,0.507936507936508,1
"754","Harrow",2002,"Archie Foulds","Joyce Markham","No Overall ControlLabour minority",31,0,29,3,0.492063492063492,0
"755","Harrow",2003,"Archie Foulds","Joyce Markham","No Overall ControlLabour minority",30,2,28,3,0.476190476190476,0
"756","Harrow",2004,"Navin Shah","Joyce Markham","No Overall ControlLabour minority",29,3,28,3,0.46031746031746,0
"757","Harrow",2005,"Navin Shah","Joyce Markham","No Overall ControlLabour minority",29,3,28,3,0.46031746031746,0
"758","Harrow",2006,"Chris Mote","Michael Lockwood","Conservative",24,0,38,1,0.380952380952381,0
"759","Harrow",2007,"Chris Mote","Michael Lockwood","Conservative",24,0,37,2,0.380952380952381,0
"760","Harrow",2008,"David Ashton","Michael Lockwood","Conservative",24,0,37,2,0.380952380952381,0
"761","Harrow",2009,"David Ashton","Michael Lockwood","Conservative",24,2,35,2,0.380952380952381,0
"762","Harrow",2010,"Bill Stephenson","Michael Lockwood","Labour",34,1,27,1,0.53968253968254,1
"763","Harrow",2011,"Bill Stephenson","Michael Lockwood","Labour",34,2,26,1,0.53968253968254,1
"764","Harrow",2012,"Thaya Idaikkadar","Michael Lockwood","Labour",34,2,26,1,0.53968253968254,1
"765","Harrow",2013,"Susan Hall","Paul Najsarek","No Overall ControlConservatives and Indepenent Labour",25,12,25,1,0.396825396825397,0
"766","Harrow",2014,"David Perry","No Chief Executive","Labour",34,2,26,1,0.53968253968254,1
"767","Harrow",2015,"David Perry","Michael Lockwood","Labour",34,2,26,1,0.53968253968254,1
"768","Harrow",2016,"Sachin Shah","Michael Lockwood","Labour",34,2,26,1,0.53968253968254,1
"769","Harrow",2017,"Sachin Shah","Michael Lockwood","Labour",32,3,27,1,0.507936507936508,1
"770","Harrow",2018,"Graham Henson","Sean Harriss","Labour",35,0,28,0,0.555555555555556,1
"771","Havering",1964,"Jack Moultrie","John E Symons","No Overall Control",27,12,16,0,0.490909090909091,0
"772","Havering",1965,"Jack Moultrie","John E Symons","No Overall Control",27,12,16,0,0.490909090909091,0
"773","Havering",1966,"Jack Moultrie","John E Symons","No Overall Control",27,12,16,0,0.490909090909091,0
"774","Havering",1967,"Jack Moultrie","John E Symons","No Overall Control",27,12,16,0,0.490909090909091,0
"775","Havering",1968,"Jack Moultrie","John E Symons","Conservative",7,13,35,0,0.127272727272727,0
"776","Havering",1969,"Jack Moultrie","John E Symons","Conservative",7,13,35,0,0.127272727272727,0
"777","Havering",1970,"Jack Moultrie","J Symons","Conservative",7,13,35,0,0.127272727272727,0
"778","Havering",1971,"Michael Ward","J Symons","Labour",30,12,13,0,0.545454545454545,1
"779","Havering",1972,"Michael Ward","J Symons","Labour",30,12,13,0,0.545454545454545,1
"780","Havering",1973,"Michael Ward","Unknown","Labour",30,12,13,0,0.545454545454545,1
"781","Havering",1974,"Jack Moultrie","R Tridgell","No Overall ControlConservative / Residents' Group",26,9,20,0,0.472727272727273,0
"782","Havering",1975,"Jack Moultrie","R Tridgell","No Overall ControlConservative / Residents' Group",26,9,20,0,0.472727272727273,0
"783","Havering",1976,"Jack Moultrie","R Tridgell","No Overall ControlConservative / Residents' Group",26,9,20,0,0.472727272727273,0
"784","Havering",1977,"William Sibley","Unknown","No Overall ControlConservative / Residents' Group",26,9,20,0,0.472727272727273,0
"785","Havering",1978,"Jack Moultrie","Unknown","Conservative",12,13,38,0,0.19047619047619,0
"786","Havering",1979,"Jack Moultrie","Unknown","Conservative",12,13,38,0,0.19047619047619,0
"787","Havering",1980,"Jack Moultrie","Unknown","Conservative",12,13,38,0,0.19047619047619,0
"788","Havering",1981,"Jack Moultrie","Unknown","Conservative",12,13,38,0,0.19047619047619,0
"789","Havering",1982,"Jack Moultrie","Unknown","Conservative",12,9,37,5,0.19047619047619,0
"790","Havering",1983,"Jack Moultrie","Unknown","Conservative",12,9,37,5,0.19047619047619,0
"791","Havering",1984,"Roger Ramsey","Unknown","Conservative",12,9,37,5,0.19047619047619,0
"792","Havering",1985,"Roger Ramsey","Unknown","Conservative",12,9,37,5,0.19047619047619,0
"793","Havering",1986,"Roger Ramsey","Unknown","No Overall Control",20,10,28,5,0.317460317460317,0
"794","Havering",1987,"Roger Ramsey","Unknown","No Overall Control",20,10,28,5,0.317460317460317,0
"795","Havering",1988,"Roger Ramsey","Unknown","No Overall Control",20,10,28,5,0.317460317460317,0
"796","Havering",1989,"Roger Ramsey","Unknown","No Overall Control",20,10,28,5,0.317460317460317,0
"797","Havering",1990,"Arthur Latham","David R Bradley","No Overall ControlLabour minority",25,13,19,6,0.396825396825397,0
"798","Havering",1991,"Arthur Latham","David R Bradley","No Overall ControlLabour minority",25,13,19,6,0.396825396825397,0
"799","Havering",1992,"Arthur Latham","David R Bradley","No Overall Control",25,13,19,6,0.396825396825397,0
"800","Havering",1993,"Arthur Latham","David R Bradley","No Overall ControlLabour minority",26,13,19,5,0.412698412698413,0
"801","Havering",1994,"Arthur Latham","David R Bradley","No Overall ControlLabour minority",31,17,11,4,0.492063492063492,0
"802","Havering",1995,"Arthur Latham","David R Bradley","No Overall ControlLabour minority",31,17,11,4,0.492063492063492,0
"803","Havering",1996,"Louise Sinclair","Harold Tinworth","No Overall ControlRainbow Alliance - Conservative / Labour / Residents'",28,21,12,2,0.444444444444444,0
